id,label
961,5
962,5
963,6
964,4
965,3
966,4
967,2
968,4
969,6
970,2
971,2
972,4
973,4
974,5
975,3
976,5
977,4
978,5
979,2
980,6
981,5
982,5
983,4
984,3
985,6
986,2
987,3
988,6
989,4
990,3
991,3
992,2
993,2
994,2
995,2
996,6
997,2
998,2
999,6
1000,0
1001,4
1002,4
1003,6
1004,3
1005,6
1006,5
1007,3
1008,4
1009,6
1010,3
1011,6
1012,6
1013,4
1014,4
1015,2
1016,6
1017,5
1018,6
1019,4
1020,2
1021,5
1022,4
1023,4
1024,3
1025,4
1026,4
1027,4
1028,5
1029,4
1030,2
1031,3
1032,2
1033,2
1034,2
1035,2
1036,5
1037,3
1038,6
1039,5
1040,2
1041,4
1042,2
1043,0
1044,2
1045,5
1046,4
1047,4
1048,6
1049,4
1050,0
1051,2
1052,2
1053,2
1054,4
1055,4
1056,4
1057,2
1058,2
1059,2
1060,5
1061,2
1062,4
1063,6
1064,3
1065,2
1066,5
1067,5
1068,4
1069,4
1070,6
1071,0
1072,2
1073,3
1074,4
1075,2
1076,4
1077,5
1078,4
1079,4
1080,3
1081,4
1082,5
1083,4
1084,6
1085,3
1086,2
1087,5
1088,6
1089,0
1090,3
1091,2
1092,3
1093,2
1094,4
1095,0
1096,4
1097,3
1098,4
1099,2
1100,3
1101,4
1102,0
1103,4
1104,4
1105,6
1106,4
1107,3
1108,4
1109,3
1110,5
1111,5
1112,3
1113,4
1114,6
1115,4
1116,2
1117,6
1118,3
1119,5
1120,3
1121,2
1122,4
1123,4
1124,2
1125,6
1126,2
1127,0
1128,2
1129,3
1130,4
1131,4
1132,2
1133,4
1134,2
1135,3
1136,2
1137,0
1138,3
1139,3
1140,3
1141,2
1142,3
1143,6
1144,2
1145,4
1146,2
1147,3
1148,3
1149,2
1150,6
1151,4
1152,6
1153,4
1154,3
1155,2
1156,6
1157,4
1158,4
1159,4
1160,3
1161,2
1162,5
1163,2
1164,4
1165,3
1166,4
1167,4
1168,2
1169,3
1170,3
1171,3
1172,4
1173,3
1174,2
1175,6
1176,3
1177,5
1178,2
1179,5
1180,6
1181,2
1182,6
1183,5
1184,2
1185,3
1186,0
1187,3
1188,2
1189,2
1190,5
1191,5
1192,4
1193,5
1194,6
1195,5
1196,0
1197,6
1198,2
1199,2
1200,0
1201,6
1202,4
1203,6
1204,2
1205,6
1206,6
1207,4
1208,6
1209,2
1210,6
1211,4
1212,5
1213,3
1214,3
1215,6
1216,2
1217,3
1218,2
1219,4
1220,6
1221,2
1222,3
1223,2
1224,6
1225,4
1226,3
1227,4
1228,2
1229,4
1230,5
1231,4
1232,3
1233,3
1234,3
1235,3
1236,4
1237,6
1238,3
1239,2
1240,2
1241,3
1242,5
1243,5
1244,4
1245,5
1246,3
1247,4
1248,4
1249,2
1250,4
1251,5
1252,4
1253,4
1254,3
1255,2
1256,5
1257,2
1258,4
1259,4
1260,2
1261,6
1262,5
1263,4
1264,6
1265,4
1266,2
1267,6
1268,3
1269,4
1270,4
1271,3
1272,2
1273,4
1274,4
1275,5
1276,4
1277,5
1278,2
1279,5
1280,5
1281,0
1282,6
1283,6
1284,3
1285,5
1286,2
1287,6
1288,2
1289,4
1290,4
1291,4
1292,4
1293,4
1294,3
1295,6
1296,6
1297,0
1298,6
1299,6
1300,5
1301,5
1302,3
1303,5
1304,2
1305,3
1306,3
1307,5
1308,2
1309,3
1310,4
1311,6
1312,6
1313,4
1314,5
1315,4
1316,5
1317,2
1318,0
1319,3
1320,6
1321,6
1322,6
1323,2
1324,5
1325,6
1326,3
1327,6
1328,5
1329,2
1330,4
1331,5
1332,2
1333,4
1334,4
1335,2
1336,6
1337,2
1338,3
1339,6
1340,3
1341,5
1342,3
1343,5
1344,2
1345,3
1346,4
1347,4
1348,2
1349,2
1350,3
1351,6
1352,3
1353,5
1354,3
1355,2
1356,6
1357,0
1358,2
1359,2
1360,6
1361,2
1362,3
1363,4
1364,3
1365,4
1366,5
1367,2
1368,5
1369,6
1370,4
1371,4
1372,6
1373,4
1374,4
1375,6
1376,0
1377,4
1378,3
1379,3
1380,2
1381,2
1382,6
1383,2
1384,4
1385,6
1386,2
1387,2
1388,4
1389,2
1390,3
1391,3
1392,3
1393,6
1394,2
1395,4
1396,6
1397,5
1398,6
1399,5
1400,2
1401,3
1402,0
1403,3
1404,4
1405,3
1406,2
1407,2
1408,2
1409,5
1410,2
1411,4
1412,0
1413,0
1414,4
1415,4
1416,4
1417,5
1418,2
1419,2
1420,5
1421,3
1422,4
1423,6
1424,2
1425,2
1426,4
1427,4
1428,4
1429,4
1430,6
1431,5
1432,2
1433,6
1434,3
1435,6
1436,0
1437,4
1438,3
1439,0
1440,4
1441,0
1442,5
1443,2
1444,6
1445,6
1446,5
1447,4
1448,5
1449,6
1450,3
1451,2
1452,2
1453,6
1454,6
1455,5
1456,0
1457,4
1458,3
1459,6
1460,5
1461,4
1462,4
1463,5
1464,6
1465,4
1466,4
1467,6
1468,2
1469,4
1470,0
1471,4
1472,6
1473,4
1474,4
1475,6
1476,4
1477,6
1478,4
1479,4
1480,2
1481,4
1482,4
1483,5
1484,4
1485,5
1486,3
1487,3
1488,5
1489,6
1490,2
1491,0
1492,2
1493,4
1494,5
1495,6
1496,5
1497,2
1498,2
1499,5
1500,4
1501,5
1502,6
1503,2
1504,2
1505,5
1506,0
1507,2
1508,2
1509,4
1510,2
1511,3
1512,2
1513,2
1514,3
1515,5
1516,4
1517,2
1518,3
1519,2
1520,4
1521,6
1522,2
1523,3
1524,4
1525,5
1526,6
1527,4
1528,2
1529,4
1530,4
1531,6
1532,2
1533,3
1534,2
1535,0
1536,4
1537,5
1538,2
1539,3
1540,3
1541,2
1542,6
1543,4
1544,3
1545,6
1546,3
1547,4
1548,3
1549,4
1550,0
1551,4
1552,4
1553,2
1554,4
1555,3
1556,0
1557,0
1558,0
1559,6
1560,4
1561,5
1562,2
1563,4
1564,2
1565,3
1566,5
1567,4
1568,4
1569,2
1570,5
1571,5
1572,4
1573,5
1574,4
1575,6
1576,2
1577,4
1578,5
1579,4
1580,2
1581,6
1582,2
1583,3
1584,0
1585,3
1586,3
1587,2
1588,4
1589,5
1590,5
1591,2
1592,4
1593,6
1594,2
1595,4
1596,4
1597,4
1598,4
1599,3
1600,6
1601,4
1602,5
1603,2
1604,6
1605,2
1606,4
1607,4
1608,0
1609,4
1610,0
1611,2
1612,3
1613,3
1614,2
1615,3
1616,2
1617,4
1618,5
1619,4
1620,2
1621,3
1622,0
1623,0
1624,3
1625,4
1626,6
1627,4
1628,4
1629,3
1630,3
1631,3
1632,4
1633,2
1634,3
1635,6
1636,6
1637,4
1638,4
1639,5
1640,4
1641,2
1642,6
1643,6
1644,6
1645,6
1646,2
1647,6
1648,2
1649,5
1650,5
1651,4
1652,4
1653,0
1654,3
1655,0
1656,0
1657,4
1658,4
1659,4
1660,6
1661,5
1662,5
1663,2
1664,2
1665,4
1666,4
1667,5
1668,6
1669,5
1670,6
1671,3
1672,5
1673,4
1674,5
1675,4
1676,6
1677,4
1678,4
1679,2
1680,6
1681,2
1682,4
1683,6
1684,3
1685,6
1686,2
1687,2
1688,0
1689,2
1690,3
1691,4
1692,5
1693,2
1694,6
1695,4
1696,3
1697,6
1698,5
1699,5
1700,4
1701,3
1702,4
1703,6
1704,4
1705,2
1706,5
1707,2
1708,3
1709,6
1710,3
1711,5
1712,2
1713,6
1714,4
1715,5
1716,6
1717,5
1718,6
1719,6
1720,4
1721,2
1722,5
1723,2
1724,2
1725,3
1726,5
1727,0
1728,4
1729,3
1730,4
1731,6
1732,5
1733,4
1734,5
1735,2
1736,2
1737,3
1738,4
1739,3
1740,6
1741,3
1742,2
1743,6
1744,2
1745,3
1746,3
1747,4
1748,4
1749,5
1750,3
1751,4
1752,3
1753,5
1754,0
1755,4
1756,4
1757,4
1758,5
1759,4
1760,2
1761,4
1762,2
1763,3
1764,4
1765,4
1766,5
1767,5
1768,3
1769,5
1770,3
1771,2
1772,2
1773,2
1774,0
1775,2
1776,0
1777,4
1778,6
1779,4
1780,0
1781,4
1782,4
1783,5
1784,2
1785,4
1786,6
1787,4
1788,5
1789,6
1790,4
1791,2
1792,2
1793,2
1794,3
1795,6
1796,4
1797,6
1798,5
1799,6
1800,4
1801,3
1802,6
1803,5
1804,2
1805,0
1806,2
1807,0
1808,3
1809,6
1810,6
1811,2
1812,0
1813,5
1814,0
1815,5
1816,6
1817,2
1818,2
1819,6
1820,3
1821,6
1822,2
1823,4
1824,2
1825,6
1826,4
1827,3
1828,3
1829,5
1830,3
1831,5
1832,6
1833,4
1834,2
1835,4
1836,3
1837,3
1838,5
1839,3
1840,3
1841,3
1842,4
1843,3
1844,6
1845,4
1846,4
1847,6
1848,3
1849,4
1850,4
1851,2
1852,3
1853,2
1854,6
1855,3
1856,3
1857,6
1858,0
1859,3
1860,2
1861,6
1862,4
1863,5
1864,0
1865,5
1866,6
1867,2
1868,2
1869,2
1870,4
1871,2
1872,2
1873,4
1874,2
1875,3
1876,4
1877,2
1878,4
1879,6
1880,5
1881,4
1882,3
1883,4
1884,2
1885,4
1886,6
1887,2
1888,4
1889,4
1890,0
1891,4
1892,4
1893,2
1894,2
1895,6
1896,2
1897,5
1898,4
1899,2
1900,3
1901,3
1902,3
1903,2
1904,2
1905,2
1906,4
1907,3
1908,2
1909,4
1910,2
1911,3
1912,6
1913,2
1914,4
1915,5
1916,6
1917,0
1918,2
1919,4
1920,4
1921,2
1922,6
1923,5
1924,0
1925,4
1926,3
1927,2
1928,6
1929,3
1930,6
1931,2
1932,2
1933,4
1934,3
1935,0
1936,6
1937,6
1938,6
1939,2
1940,6
1941,5
1942,3
1943,6
1944,5
1945,0
1946,2
1947,4
1948,3
1949,4
1950,6
1951,6
1952,4
1953,6
1954,2
1955,6
1956,3
1957,5
1958,3
1959,2
1960,5
1961,6
1962,6
1963,3
1964,6
1965,2
1966,3
1967,3
1968,4
1969,4
1970,6
1971,4
1972,4
1973,5
1974,6
1975,5
1976,2
1977,5
1978,3
1979,3
1980,4
1981,3
1982,4
1983,6
1984,5
1985,6
1986,4
1987,2
1988,4
1989,6
1990,0
1991,5
1992,0
1993,3
1994,4
1995,3
1996,6
1997,2
1998,3
1999,4
2000,4
2001,3
2002,3
2003,3
2004,4
2005,3
2006,4
2007,3
2008,2
2009,6
2010,4
2011,2
2012,4
2013,4
2014,0
2015,6
2016,2
2017,3
2018,5
2019,5
2020,6
2021,4
2022,3
2023,6
2024,4
2025,2
2026,3
2027,4
2028,4
2029,3
2030,3
2031,5
2032,3
2033,4
2034,6
2035,4
2036,4
2037,4
2038,2
2039,0
2040,5
2041,5
2042,2
2043,3
2044,3
2045,4
2046,4
2047,3
2048,4
2049,4
2050,5
2051,4
2052,6
2053,0
2054,5
2055,4
2056,4
2057,6
2058,4
2059,5
2060,3
2061,6
2062,2
2063,4
2064,6
2065,3
2066,6
2067,3
2068,5
2069,3
2070,6
2071,6
2072,3
2073,4
2074,2
2075,4
2076,4
2077,6
2078,2
2079,5
2080,6
2081,4
2082,0
2083,5
2084,3
2085,4
2086,6
2087,2
2088,3
2089,5
2090,2
2091,3
2092,5
2093,4
2094,5
2095,4
2096,3
2097,2
2098,6
2099,6
2100,4
2101,4
2102,2
2103,0
2104,2
2105,2
2106,5
2107,3
2108,0
2109,5
2110,3
2111,4
2112,4
2113,2
2114,2
2115,5
2116,2
2117,3
2118,3
2119,3
2120,0
2121,4
2122,2
2123,3
2124,4
2125,6
2126,5
2127,0
2128,3
2129,4
2130,6
2131,5
2132,2
2133,2
2134,4
2135,5
2136,6
2137,2
2138,4
2139,3
2140,4
2141,6
2142,5
2143,6
2144,6
2145,2
2146,4
2147,2
2148,6
2149,0
2150,4
2151,6
2152,5
2153,5
2154,5
2155,0
2156,3
2157,6
2158,0
2159,2
2160,0
2161,6
2162,3
2163,6
2164,6
2165,4
2166,3
2167,2
2168,3
2169,4
2170,5
2171,4
2172,6
2173,6
2174,6
2175,0
2176,4
2177,5
2178,4
2179,5
2180,5
2181,4
2182,3
2183,4
2184,6
2185,6
2186,6
2187,2
2188,5
2189,6
2190,4
2191,5
2192,5
2193,6
2194,6
2195,6
2196,6
2197,6
2198,3
2199,4
2200,3
2201,3
2202,3
2203,0
2204,4
2205,3
2206,0
2207,5
2208,5
2209,4
2210,5
2211,4
2212,3
2213,5
2214,6
2215,4
2216,4
2217,4
2218,4
2219,3
2220,4
2221,4
2222,5
2223,2
2224,4
2225,3
2226,6
2227,3
2228,2
2229,5
2230,2
2231,6
2232,3
2233,2
2234,3
2235,4
2236,6
2237,5
2238,2
2239,6
2240,6
2241,4
2242,4
2243,2
2244,2
2245,4
2246,3
2247,4
2248,2
2249,6
2250,4
2251,3
2252,6
2253,3
2254,6
2255,3
2256,2
2257,4
2258,3
2259,4
2260,6
2261,2
2262,4
2263,6
2264,6
2265,2
2266,5
2267,6
2268,4
2269,4
2270,6
2271,6
2272,2
2273,2
2274,2
2275,4
2276,2
2277,4
2278,2
2279,2
2280,4
2281,6
2282,2
2283,4
2284,4
2285,5
2286,3
2287,4
2288,6
2289,4
2290,2
2291,4
2292,2
2293,0
2294,4
2295,0
2296,6
2297,2
2298,0
2299,2
2300,4
2301,2
2302,2
2303,4
2304,5
2305,2
2306,4
2307,3
2308,2
2309,3
2310,4
2311,3
2312,5
2313,2
2314,5
2315,2
2316,4
2317,5
2318,4
2319,3
2320,2
2321,4
2322,2
2323,6
2324,4
2325,2
2326,6
2327,2
2328,3
2329,3
2330,2
2331,4
2332,2
2333,6
2334,4
2335,6
2336,3
2337,6
2338,3
2339,3
2340,3
2341,3
2342,3
2343,2
2344,4
2345,2
2346,2
2347,2
2348,5
2349,0
2350,2
2351,5
2352,5
2353,6
2354,3
2355,6
2356,3
2357,2
2358,6
2359,4
2360,3
2361,4
2362,6
2363,4
2364,3
2365,0
2366,2
2367,2
2368,3
2369,3
2370,6
2371,5
2372,4
2373,4
2374,2
2375,2
2376,3
2377,5
2378,4
2379,4
2380,4
2381,4
2382,4
2383,6
2384,6
2385,2
2386,3
2387,3
2388,5
2389,2
2390,2
2391,3
2392,2
2393,3
2394,6
2395,2
2396,4
2397,5
2398,4
2399,6
2400,4
2401,6
2402,2
2403,6
2404,3
2405,2
2406,2
2407,2
2408,0
2409,2
2410,4
2411,0
2412,4
2413,3
2414,4
2415,4
2416,6
2417,2
2418,2
2419,5
2420,4
2421,6
2422,3
2423,0
2424,6
2425,5
2426,0
2427,3
2428,4
2429,2
2430,2
2431,4
2432,2
2433,6
2434,2
2435,5
2436,4
2437,4
2438,2
2439,3
2440,6
2441,3
2442,5
2443,2
2444,3
2445,2
2446,6
2447,4
2448,4
2449,3
2450,4
2451,6
2452,6
2453,2
2454,4
2455,6
2456,2
2457,6
2458,4
2459,4
2460,3
2461,3
2462,4
2463,6
2464,5
2465,6
2466,4
2467,4
2468,4
2469,6
2470,2
2471,4
2472,5
2473,6
2474,3
2475,2
2476,5
2477,4
2478,5
2479,0
2480,3
2481,6
2482,4
2483,4
2484,2
2485,6
2486,3
2487,4
2488,4
2489,6
2490,4
2491,4
2492,3
2493,2
2494,3
2495,4
2496,0
2497,4
2498,6
2499,2
2500,4
2501,6
2502,2
2503,3
2504,2
2505,3
2506,3
2507,6
2508,3
2509,6
2510,4
2511,6
2512,2
2513,2
2514,3
2515,3
2516,2
2517,6
2518,3
2519,6
2520,5
2521,4
2522,4
2523,3
2524,4
2525,2
2526,4
2527,6
2528,5
2529,4
2530,2
2531,3
2532,4
2533,5
2534,3
2535,2
2536,4
2537,3
2538,6
2539,2
2540,6
2541,2
2542,4
2543,4
2544,4
2545,2
2546,6
2547,5
2548,5
2549,4
2550,2
2551,5
2552,4
2553,3
2554,2
2555,5
2556,2
2557,0
2558,5
2559,2
2560,3
2561,2
2562,6
2563,2
2564,2
2565,4
2566,2
2567,5
2568,3
2569,6
2570,4
2571,5
2572,4
2573,2
2574,2
2575,5
2576,3
2577,3
2578,6
2579,2
2580,2
2581,4
2582,5
2583,6
2584,3
2585,4
2586,3
2587,6
2588,6
2589,4
2590,4
2591,2
2592,6
2593,6
2594,3
2595,0
2596,4
2597,2
2598,3
2599,2
2600,6
2601,3
2602,2
2603,3
2604,3
2605,4
2606,5
2607,5
2608,0
2609,3
2610,6
2611,3
2612,4
2613,4
2614,3
2615,3
2616,5
2617,6
2618,4
2619,4
2620,6
2621,3
2622,3
2623,4
2624,6
2625,2
2626,0
2627,4
2628,4
2629,5
2630,4
2631,6
2632,6
2633,2
2634,2
2635,4
2636,6
2637,6
2638,2
2639,3
2640,2
2641,6
2642,3
2643,4
2644,4
2645,4
2646,5
2647,5
2648,4
2649,3
2650,3
2651,4
2652,2
2653,6
2654,2
2655,4
2656,2
2657,4
2658,2
2659,3
2660,4
2661,3
2662,3
2663,4
2664,6
2665,2
2666,4
2667,2
2668,4
2669,2
2670,5
2671,6
2672,0
2673,4
2674,4
2675,4
2676,3
2677,4
2678,5
2679,5
2680,0
2681,4
2682,6
2683,4
2684,6
2685,3
2686,4
2687,6
2688,4
2689,6
2690,6
2691,2
2692,2
2693,5
2694,3
2695,3
2696,2
2697,6
2698,2
2699,2
2700,4
2701,2
2702,2
2703,5
2704,6
2705,6
2706,3
2707,3
2708,4
2709,4
2710,3
2711,5
2712,5
2713,4
2714,3
2715,4
2716,4
2717,5
2718,4
2719,3
2720,3
2721,3
2722,6
2723,4
2724,6
2725,0
2726,4
2727,6
2728,4
2729,4
2730,0
2731,4
2732,4
2733,2
2734,4
2735,2
2736,2
2737,2
2738,5
2739,4
2740,4
2741,2
2742,4
2743,4
2744,3
2745,6
2746,2
2747,6
2748,2
2749,2
2750,4
2751,2
2752,6
2753,5
2754,5
2755,4
2756,3
2757,4
2758,2
2759,4
2760,5
2761,3
2762,6
2763,3
2764,5
2765,6
2766,3
2767,3
2768,5
2769,2
2770,4
2771,3
2772,2
2773,5
2774,2
2775,2
2776,5
2777,4
2778,5
2779,4
2780,4
2781,6
2782,6
2783,3
2784,5
2785,2
2786,6
2787,4
2788,2
2789,5
2790,2
2791,4
2792,3
2793,2
2794,4
2795,0
2796,3
2797,5
2798,5
2799,6
2800,2
2801,2
2802,4
2803,3
2804,2
2805,4
2806,4
2807,4
2808,2
2809,4
2810,2
2811,6
2812,3
2813,4
2814,2
2815,4
2816,6
2817,2
2818,3
2819,3
2820,2
2821,2
2822,4
2823,5
2824,6
2825,5
2826,0
2827,6
2828,4
2829,6
2830,0
2831,4
2832,3
2833,2
2834,4
2835,4
2836,6
2837,2
2838,2
2839,2
2840,3
2841,5
2842,5
2843,3
2844,2
2845,2
2846,4
2847,2
2848,5
2849,4
2850,4
2851,3
2852,2
2853,3
2854,5
2855,4
2856,4
2857,6
2858,2
2859,4
2860,6
2861,5
2862,5
2863,6
2864,4
2865,6
2866,4
2867,4
2868,4
2869,3
2870,5
2871,5
2872,3
2873,4
2874,4
2875,3
2876,4
2877,4
2878,0
2879,6
2880,3
2881,6
2882,4
2883,4
2884,3
2885,5
2886,4
2887,2
2888,5
2889,4
2890,2
2891,4
2892,2
2893,2
2894,5
2895,4
2896,0
2897,2
2898,5
2899,4
2900,3
2901,4
2902,6
2903,5
2904,5
2905,4
2906,3
2907,6
2908,6
2909,4
2910,5
2911,4
2912,6
2913,2
2914,2
2915,3
2916,5
2917,6
2918,5
2919,6
2920,6
2921,6
2922,6
2923,4
2924,4
2925,5
2926,2
2927,2
2928,3
2929,2
2930,2
2931,6
2932,5
2933,2
2934,4
2935,2
2936,4
2937,0
2938,4
2939,5
2940,6
2941,3
2942,6
2943,4
2944,4
2945,6
2946,3
2947,5
2948,4
2949,3
2950,2
2951,4
2952,5
2953,3
2954,3
2955,5
2956,4
2957,4
2958,2
2959,5
2960,4
2961,4
2962,2
2963,3
2964,6
2965,5
2966,4
2967,2
2968,4
2969,3
2970,4
2971,2
2972,5
2973,4
2974,6
2975,3
2976,3
2977,4
2978,2
2979,2
2980,4
2981,3
2982,5
2983,4
2984,0
2985,2
2986,4
2987,4
2988,3
2989,3
2990,2
2991,4
2992,4
2993,6
2994,2
2995,6
2996,3
2997,4
